model,dataset,epochs,window_size,hidden_dim,dropout,train_accuracy,train_f1,validation_accuracy,validation_f1,test_accuracy,test_f1,best_checkpoint
gcn,nsl-kdd,100,1000,64,0.5,0.5,0.5,0.4375,0.18181818181818182,0.5625,0.22222222222222224,results/models/best_checkpoint.pt
